spot_location_1,spot_location_2,spot_location_3,gene,is_noise,clustermap
138,599,30,2,0,1444.0
142,66,32,2,0,1231.0
151,604,30,2,0,1444.0
151,593,29,2,0,1444.0
153,590,31,2,0,1444.0
162,531,30,2,0,-1.0
164,543,31,2,0,-1.0
165,537,30,2,0,-1.0
170,531,31,2,0,236.0
170,597,30,2,0,666.0
172,525,30,2,0,236.0
198,529,30,2,0,236.0
198,533,30,2,0,236.0
211,528,30,2,0,41.0
215,155,31,2,0,60.0
219,149,29,2,-1,-1.0
245,577,30,2,0,1433.0
271,938,31,2,0,-1.0
276,575,33,2,0,230.0
282,556,31,2,0,230.0
285,591,34,2,0,230.0
285,581,30,2,0,230.0
290,590,31,2,0,230.0
293,583,30,2,0,230.0
297,598,31,2,0,230.0
301,601,31,2,0,230.0
311,580,30,2,0,230.0
318,276,30,2,0,396.0
331,611,30,2,-1,-1.0
345,556,30,2,0,66.0
355,734,29,2,-1,-1.0
411,570,31,2,0,378.0
412,553,31,2,0,378.0
412,563,29,2,0,378.0
415,578,31,2,0,-1.0
415,567,29,2,0,378.0
417,557,30,2,0,378.0
421,583,31,2,0,-1.0
422,586,30,2,0,-1.0
436,819,31,2,0,425.0
441,185,29,2,-1,-1.0
441,594,30,2,0,499.0
444,769,30,2,0,976.0
449,597,31,2,0,1441.0
450,826,31,2,-1,-1.0
453,462,31,2,-1,-1.0
462,602,30,2,0,1441.0
480,520,31,2,0,25.0
571,662,31,2,-1,-1.0
596,441,32,2,0,772.0
621,481,29,2,0,223.0
631,466,31,2,0,219.0
638,84,30,2,0,-1.0
671,78,29,2,-1,-1.0
674,565,31,2,0,111.0
682,613,30,2,0,212.0
704,544,31,2,0,695.0
715,592,32,2,0,353.0
737,462,29,2,-1,-1.0
740,485,30,2,0,659.0
765,702,37,2,0,447.0
765,575,30,2,0,-1.0
767,571,35,2,0,-1.0
771,707,33,2,0,447.0
773,570,31,2,0,-1.0
777,761,31,2,0,1066.0
791,40,29,2,-1,-1.0
869,453,31,2,0,224.0
882,532,30,2,0,398.0
891,465,29,2,0,228.0
894,463,30,2,0,228.0
898,474,32,2,0,228.0
901,542,31,2,0,216.0
910,536,31,2,0,216.0
911,545,31,2,0,405.0
913,476,31,2,0,437.0
921,467,30,2,0,437.0
924,958,30,2,0,225.0
955,7,31,2,-1,-1.0
960,954,34,2,0,422.0
974,742,30,2,0,1146.0
32,396,31,2,0,637.0
43,530,31,2,0,33.0
48,568,32,2,0,220.0
50,572,37,2,0,220.0
82,574,30,2,0,1427.0
90,598,31,2,0,486.0
116,606,31,2,-1,-1.0
116,588,42,2,0,74.0
127,595,35,2,0,74.0
131,590,31,2,0,74.0
151,598,31,2,0,1444.0
155,490,31,2,0,386.0
157,498,31,2,-1,-1.0
167,535,32,2,0,-1.0
177,546,32,2,0,236.0
187,608,32,2,0,666.0
187,535,32,2,0,236.0
189,81,32,2,-1,-1.0
194,83,36,2,-1,-1.0
198,556,32,2,0,236.0
201,532,31,2,0,236.0
210,546,31,2,0,236.0
217,163,33,2,0,60.0
221,543,36,2,0,-1.0
227,525,37,2,0,41.0
227,578,31,2,0,1433.0
236,583,31,2,0,1433.0
245,649,33,2,-1,-1.0
247,554,31,2,0,1433.0
248,954,34,2,0,221.0
275,193,32,2,-1,-1.0
276,328,31,2,-1,-1.0
287,596,31,2,0,230.0
294,592,31,2,0,230.0
303,567,31,2,0,230.0
304,588,34,2,0,230.0
309,762,31,2,-1,-1.0
310,564,30,2,0,230.0
309,591,35,2,0,230.0
326,573,32,2,0,432.0
344,553,31,2,0,66.0
347,880,32,2,0,222.0
348,564,31,2,0,66.0
357,779,32,2,0,29.0
388,85,31,2,0,975.0
409,560,31,2,0,378.0
411,522,33,2,0,42.0
413,555,32,2,0,378.0
414,857,32,2,-1,-1.0
423,564,31,2,0,-1.0
443,726,34,2,0,402.0
447,732,32,2,0,402.0
448,719,34,2,0,402.0
451,592,31,2,0,1441.0
462,207,31,2,0,235.0
470,192,32,2,0,235.0
482,615,31,2,0,403.0
486,591,31,2,0,1441.0
496,690,31,2,0,379.0
555,350,31,2,-1,-1.0
568,314,32,2,-1,-1.0
574,92,31,2,0,359.0
589,446,30,2,0,772.0
612,483,32,2,0,223.0
613,487,32,2,0,223.0
616,487,31,2,0,223.0
623,502,31,2,0,349.0
637,87,30,2,0,-1.0
640,461,32,2,0,219.0
668,393,32,2,0,53.0
687,855,30,2,-1,-1.0
693,631,34,2,0,62.0
704,290,31,2,-1,-1.0
714,777,31,2,-1,-1.0
740,512,32,2,0,642.0
745,530,31,2,0,634.0
752,509,33,2,0,642.0
753,613,32,2,0,1447.0
756,706,31,2,0,447.0
757,597,31,2,0,360.0
759,704,31,2,0,447.0
760,613,30,2,0,1447.0
763,589,31,2,0,360.0
767,851,32,2,-1,-1.0
769,712,34,2,0,-1.0
770,579,33,2,0,-1.0
771,731,31,2,0,-1.0
776,574,31,2,0,-1.0
787,480,31,2,0,1397.0
788,786,34,2,-1,-1.0
825,506,31,2,0,1413.0
886,528,31,2,0,398.0
916,25,31,2,0,14.0
919,533,30,2,0,405.0
921,35,35,2,0,14.0
923,544,32,2,0,405.0
934,536,32,2,0,405.0
945,983,36,2,0,1532.0
961,948,30,2,0,422.0
974,991,30,2,0,704.0
46,573,32,2,0,220.0
56,677,32,2,-1,-1.0
68,568,33,2,0,1437.0
89,587,34,2,0,1437.0
140,616,32,2,0,1444.0
153,94,34,2,-1,-1.0
178,619,33,2,0,666.0
181,591,33,2,0,48.0
187,520,32,2,0,236.0
188,560,35,2,0,236.0
202,985,31,2,-1,-1.0
205,541,32,2,0,236.0
207,516,33,2,0,41.0
211,160,34,2,0,60.0
214,521,32,2,0,41.0
218,513,35,2,0,41.0
224,559,32,2,0,1433.0
227,165,33,2,0,783.0
229,517,36,2,0,41.0
273,415,31,2,-1,-1.0
274,515,33,2,0,49.0
284,551,32,2,0,230.0
289,551,31,2,0,712.0
307,144,32,2,0,-1.0
320,589,32,2,0,432.0
329,116,32,2,-1,-1.0
363,113,32,2,0,90.0
372,870,32,2,0,453.0
375,391,33,2,0,1359.0
376,454,33,2,0,67.0
380,385,32,2,0,1359.0
385,135,32,2,-1,-1.0
411,864,32,2,0,-1.0
415,562,32,2,0,378.0
420,817,33,2,0,1487.0
422,853,33,2,0,242.0
426,606,32,2,0,211.0
430,604,32,2,0,211.0
433,571,32,2,0,-1.0
445,98,32,2,0,1141.0
451,708,31,2,-1,-1.0
451,713,32,2,0,725.0
451,778,35,2,0,976.0
455,527,34,2,0,392.0
453,774,32,2,0,976.0
453,890,36,2,-1,-1.0
455,599,32,2,0,1441.0
478,141,32,2,-1,-1.0
481,142,31,2,-1,-1.0
487,593,32,2,0,1441.0
506,605,32,2,-1,-1.0
507,594,32,2,0,1442.0
513,599,32,2,0,1443.0
535,726,33,2,0,46.0
548,195,34,2,0,103.0
577,193,37,2,0,416.0
579,181,33,2,0,52.0
582,440,34,2,0,380.0
588,428,33,2,0,380.0
597,496,32,2,0,349.0
608,491,33,2,0,223.0
628,670,32,2,0,961.0
639,450,33,2,0,356.0
641,453,33,2,0,356.0
676,595,32,2,0,212.0
688,608,33,2,0,212.0
710,530,31,2,0,1418.0
710,536,32,2,0,1418.0
756,693,34,2,0,447.0
761,638,32,2,0,727.0
776,740,32,2,0,-1.0
793,464,31,2,0,1397.0
819,773,33,2,-1,-1.0
868,458,33,2,0,224.0
896,458,32,2,0,228.0
913,455,32,2,0,437.0
914,925,33,2,0,225.0
915,543,32,2,0,405.0
923,856,34,2,0,968.0
15,567,33,2,0,635.0
47,548,33,2,0,1096.0
56,212,35,2,0,1045.0
58,611,34,2,0,697.0
64,575,35,2,0,220.0
78,584,32,2,0,1437.0
86,598,33,2,0,1437.0
99,618,34,2,0,486.0
108,1021,38,2,-1,-1.0
125,599,34,2,0,74.0
163,348,33,2,0,732.0
172,618,34,2,0,666.0
173,494,32,2,0,386.0
174,599,34,2,0,666.0
188,1022,39,2,-1,-1.0
194,486,33,2,-1,-1.0
193,554,34,2,0,236.0
197,576,35,2,0,1433.0
196,1023,39,2,-1,-1.0
204,580,35,2,0,1433.0
209,530,35,2,0,41.0
211,538,34,2,0,41.0
214,565,34,2,0,1433.0
218,532,34,2,0,41.0
226,113,34,2,0,89.0
239,153,33,2,0,291.0
240,165,34,2,0,39.0
249,170,33,2,-1,-1.0
254,291,33,2,0,491.0
284,594,33,2,0,230.0
289,688,34,2,0,61.0
299,658,33,2,0,375.0
300,580,33,2,0,230.0
308,274,33,2,0,396.0
309,760,33,2,-1,-1.0
310,186,33,2,0,795.0
322,284,35,2,0,396.0
326,553,34,2,0,66.0
341,122,34,2,0,277.0
342,290,33,2,-1,-1.0
343,303,33,2,-1,-1.0
364,384,33,2,0,1359.0
366,389,33,2,0,1359.0
366,462,34,2,0,67.0
371,878,33,2,0,453.0
375,195,33,2,0,355.0
379,841,34,2,0,1491.0
385,904,34,2,-1,-1.0
391,874,34,2,0,453.0
407,537,35,2,0,378.0
412,847,33,2,0,242.0
416,823,32,2,0,1487.0
419,806,34,2,0,425.0
420,879,35,2,0,-1.0
424,568,33,2,0,-1.0
426,566,33,2,0,-1.0
426,748,33,2,0,1476.0
432,198,33,2,0,791.0
436,282,33,2,-1,-1.0
437,723,33,2,0,724.0
436,782,34,2,0,976.0
438,571,34,2,0,-1.0
438,602,33,2,0,211.0
441,199,33,2,0,791.0
444,206,33,2,-1,-1.0
448,530,33,2,0,392.0
451,716,32,2,0,725.0
454,695,33,2,-1,-1.0
454,532,33,2,0,392.0
458,607,34,2,0,1441.0
464,704,34,2,0,379.0
484,597,33,2,0,1441.0
486,494,33,2,0,25.0
506,583,33,2,-1,-1.0
579,415,33,2,0,380.0
584,509,34,2,0,349.0
592,438,33,2,0,772.0
609,480,34,2,0,223.0
613,498,34,2,0,349.0
623,466,32,2,0,219.0
642,396,34,2,0,667.0
644,436,33,2,0,356.0
646,440,33,2,0,356.0
660,562,33,2,0,246.0
696,635,34,2,0,62.0
696,644,34,2,0,428.0
700,642,34,2,0,369.0
758,616,34,2,0,1447.0
760,697,33,2,0,447.0
760,714,34,2,0,-1.0
762,574,32,2,0,-1.0
765,585,35,2,0,360.0
768,594,33,2,0,360.0
772,702,32,2,0,447.0
773,720,33,2,0,-1.0
775,560,38,2,0,250.0
786,484,33,2,0,1397.0
789,841,34,2,0,1501.0
851,15,36,2,0,1201.0
872,854,35,2,0,517.0
886,471,33,2,0,228.0
945,803,35,2,-1,-1.0
964,958,33,2,0,422.0
966,962,34,2,0,266.0
966,968,36,2,-1,-1.0
37,557,35,2,0,220.0
43,546,35,2,0,1096.0
52,584,37,2,0,1437.0
54,568,34,2,0,220.0
68,559,33,2,-1,-1.0
76,581,34,2,0,1437.0
77,572,34,2,0,1437.0
82,543,35,2,-1,-1.0
111,615,35,2,0,486.0
120,459,34,2,0,743.0
129,495,34,2,0,1046.0
129,541,35,2,0,1427.0
138,617,34,2,0,1444.0
159,544,34,2,0,-1.0
179,539,35,2,0,236.0
185,614,35,2,0,666.0
185,619,35,2,0,666.0
187,565,35,2,0,236.0
191,547,34,2,0,236.0
191,484,35,2,-1,-1.0
202,559,35,2,0,1433.0
200,568,35,2,0,1433.0
203,578,35,2,0,1433.0
205,585,35,2,0,1433.0
207,471,34,2,0,44.0
209,522,35,2,0,41.0
212,510,34,2,0,41.0
213,992,37,2,0,710.0
217,550,36,2,0,-1.0
218,510,33,2,0,41.0
222,532,35,2,0,41.0
226,532,34,2,0,41.0
231,890,34,2,0,641.0
232,583,33,2,0,1433.0
233,167,34,2,0,39.0
233,511,35,2,0,41.0
244,568,35,2,0,1433.0
245,292,35,2,0,491.0
252,16,34,2,0,700.0
254,567,33,2,0,1438.0
263,180,36,2,0,373.0
265,975,34,2,0,668.0
271,599,34,2,0,230.0
276,580,34,2,0,230.0
290,176,34,2,0,85.0
300,190,36,2,0,85.0
303,119,35,2,-1,-1.0
305,601,34,2,0,230.0
307,277,35,2,0,396.0
311,597,34,2,0,230.0
325,583,36,2,0,432.0
341,567,33,2,0,66.0
352,582,35,2,0,94.0
366,855,34,2,0,123.0
368,445,34,2,0,67.0
372,385,34,2,0,1359.0
373,563,34,2,-1,-1.0
377,383,35,2,0,1359.0
378,881,34,2,0,453.0
387,783,34,2,0,413.0
388,377,36,2,0,1359.0
393,497,34,2,0,510.0
396,799,33,2,0,413.0
398,829,35,2,0,519.0
399,449,35,2,0,233.0
399,777,35,2,0,413.0
400,905,37,2,-1,-1.0
402,454,34,2,0,233.0
405,547,35,2,0,378.0
410,837,34,2,0,1491.0
412,905,34,2,-1,-1.0
414,1005,34,2,-1,-1.0
418,185,38,2,-1,-1.0
415,835,34,2,0,242.0
417,749,36,2,0,1476.0
420,535,33,2,0,275.0
419,783,34,2,0,433.0
420,538,34,2,0,275.0
420,739,34,2,0,1476.0
420,826,37,2,0,242.0
424,555,34,2,0,378.0
424,539,34,2,0,275.0
424,550,33,2,0,378.0
424,829,34,2,0,242.0
428,596,33,2,-1,-1.0
429,819,35,2,0,1487.0
432,809,34,2,0,425.0
435,538,34,2,0,401.0
436,199,35,2,0,791.0
436,205,35,2,0,791.0
439,723,35,2,0,724.0
439,798,35,2,0,976.0
444,780,34,2,0,976.0
444,892,34,2,-1,-1.0
446,723,37,2,0,402.0
450,110,38,2,0,407.0
451,900,35,2,-1,-1.0
451,768,37,2,0,726.0
456,699,35,2,0,725.0
461,211,34,2,0,235.0
468,698,35,2,0,379.0
473,695,35,2,0,379.0
475,621,34,2,0,388.0
497,707,35,2,0,82.0
521,199,34,2,0,481.0
540,538,34,2,0,1421.0
547,206,34,2,0,103.0
554,198,35,2,0,103.0
559,194,34,2,0,103.0
562,428,35,2,0,380.0
573,415,34,2,0,380.0
572,538,33,2,-1,-1.0
582,38,35,2,-1,-1.0
585,438,34,2,0,380.0
636,458,34,2,0,219.0
643,402,35,2,0,667.0
645,423,34,2,0,356.0
648,439,34,2,0,356.0
649,384,36,2,0,53.0
653,380,34,2,0,53.0
680,615,33,2,0,212.0
694,627,34,2,0,62.0
702,488,35,2,0,-1.0
714,320,36,2,0,1037.0
715,638,35,2,0,369.0
718,646,34,2,0,369.0
732,686,34,2,0,394.0
736,571,34,2,0,107.0
742,101,36,2,-1,-1.0
753,688,34,2,0,447.0
756,530,34,2,-1,-1.0
757,583,35,2,0,-1.0
757,623,35,2,0,1448.0
765,646,33,2,0,473.0
766,609,34,2,0,1447.0
770,600,36,2,0,1447.0
773,714,35,2,0,-1.0
774,717,34,2,0,-1.0
777,557,34,2,0,250.0
779,562,35,2,0,-1.0
794,541,34,2,0,250.0
820,34,36,2,-1,-1.0
840,583,34,2,-1,-1.0
887,27,34,2,0,1207.0
890,462,36,2,0,228.0
893,472,34,2,0,228.0
901,529,33,2,0,-1.0
909,926,35,2,0,225.0
915,537,34,2,0,405.0
917,533,34,2,0,405.0
962,948,34,2,0,422.0
965,979,37,2,0,704.0
1019,687,34,2,0,1104.0
2,691,37,2,-1,-1.0
3,660,36,2,0,757.0
15,132,35,2,0,229.0
38,570,36,2,0,220.0
47,542,36,2,0,1096.0
58,496,34,2,0,1026.0
60,567,36,2,0,220.0
70,573,36,2,0,1437.0
87,547,34,2,-1,-1.0
192,521,35,2,0,236.0
194,532,35,2,0,236.0
199,535,36,2,0,236.0
202,534,35,2,0,236.0
203,523,36,2,0,41.0
217,555,36,2,0,1433.0
223,528,35,2,0,41.0
233,150,36,2,0,291.0
249,510,36,2,0,49.0
259,598,34,2,0,1438.0
260,291,35,2,0,491.0
267,288,35,2,0,491.0
278,592,36,2,0,230.0
295,589,36,2,0,230.0
308,586,35,2,0,230.0
319,406,34,2,-1,-1.0
323,686,35,2,0,61.0
334,283,36,2,0,396.0
335,465,35,2,0,716.0
342,292,35,2,0,396.0
348,831,36,2,0,675.0
355,576,36,2,0,94.0
356,465,36,2,0,67.0
367,849,35,2,0,123.0
374,187,36,2,0,355.0
375,857,34,2,-1,-1.0
379,393,36,2,0,1359.0
380,855,35,2,0,1505.0
389,815,35,2,0,413.0
392,802,35,2,0,413.0
398,784,37,2,0,413.0
403,753,36,2,0,1476.0
405,759,37,2,0,1476.0
404,844,36,2,0,1491.0
408,741,35,2,0,1476.0
411,740,34,2,0,1476.0
411,43,36,2,0,231.0
411,749,35,2,0,1476.0
414,539,36,2,0,378.0
415,534,34,2,0,275.0
421,802,35,2,0,425.0
423,859,35,2,0,-1.0
426,816,35,2,0,1487.0
428,533,37,2,0,275.0
434,716,35,2,0,818.0
434,722,36,2,0,724.0
436,729,35,2,0,724.0
435,839,36,2,0,242.0
439,713,35,2,0,725.0
444,896,34,2,-1,-1.0
444,719,36,2,0,725.0
447,779,35,2,0,976.0
465,215,35,2,0,235.0
469,200,36,2,0,235.0
495,662,36,2,0,379.0
510,509,35,2,0,25.0
518,573,36,2,-1,-1.0
527,167,37,2,0,512.0
530,196,38,2,0,512.0
548,427,36,2,0,380.0
568,168,36,2,0,52.0
589,419,35,2,0,380.0
594,429,34,2,0,772.0
600,179,36,2,0,416.0
613,419,35,2,0,76.0
624,454,35,2,0,341.0
624,496,35,2,0,349.0
628,487,35,2,0,223.0
648,443,36,2,0,356.0
684,620,34,2,0,1451.0
729,664,40,2,0,91.0
741,58,37,2,-1,-1.0
760,602,34,2,0,1447.0
761,582,36,2,0,-1.0
775,711,34,2,0,-1.0
845,29,35,2,-1,-1.0
894,907,36,2,0,1516.0
895,510,35,2,0,216.0
904,911,35,2,0,1516.0
914,556,35,2,-1,-1.0
914,450,37,2,0,228.0
8,236,37,2,0,-1.0
38,298,36,2,0,665.0
58,594,36,2,0,251.0
75,567,39,2,0,1437.0
81,541,36,2,-1,-1.0
93,621,36,2,0,486.0
103,485,36,2,0,1046.0
111,621,37,2,0,486.0
122,595,38,2,0,74.0
135,619,37,2,0,1444.0
142,151,40,2,-1,-1.0
160,553,37,2,0,-1.0
168,551,37,2,0,-1.0
173,544,37,2,0,-1.0
175,612,36,2,0,666.0
180,1021,40,2,-1,-1.0
197,557,37,2,0,236.0
210,535,36,2,0,41.0
212,515,36,2,0,41.0
228,534,36,2,0,41.0
231,530,36,2,0,41.0
235,530,36,2,0,41.0
237,515,37,2,0,41.0
249,457,36,2,0,1387.0
258,565,36,2,-1,-1.0
260,289,36,2,0,491.0
271,584,36,2,0,1438.0
290,591,38,2,0,230.0
294,613,37,2,-1,-1.0
301,587,37,2,0,230.0
308,603,36,2,0,230.0
312,189,37,2,0,795.0
320,561,37,2,0,66.0
319,591,37,2,0,432.0
328,587,35,2,0,432.0
332,280,37,2,0,396.0
345,606,36,2,0,-1.0
349,144,37,2,-1,-1.0
359,640,37,2,-1,-1.0
361,111,39,2,0,90.0
362,579,37,2,0,94.0
362,396,36,2,0,1359.0
368,178,40,2,0,527.0
375,505,36,2,0,770.0
376,795,37,2,0,413.0
381,796,37,2,0,413.0
386,873,35,2,0,453.0
389,808,37,2,0,413.0
394,588,36,2,0,411.0
395,800,36,2,0,413.0
396,811,36,2,0,413.0
398,483,37,2,0,1401.0
399,429,37,2,0,-1.0
400,435,37,2,0,233.0
399,467,36,2,0,1401.0
401,444,39,2,0,233.0
403,737,35,2,0,1476.0
405,489,37,2,0,1401.0
411,540,35,2,0,378.0
419,562,36,2,0,378.0
423,793,40,2,0,425.0
424,25,37,2,0,958.0
423,520,37,2,0,42.0
428,807,38,2,0,425.0
428,770,38,2,0,976.0
433,814,38,2,0,425.0
436,810,37,2,0,425.0
437,694,36,2,0,725.0
438,702,36,2,0,725.0
441,827,37,2,-1,-1.0
454,682,37,2,-1,-1.0
455,787,36,2,0,976.0
469,614,37,2,0,403.0
482,609,37,2,0,1441.0
490,198,37,2,0,481.0
515,650,44,2,0,393.0
566,448,36,2,-1,-1.0
566,601,37,2,0,372.0
572,328,37,2,0,885.0
573,500,36,2,0,569.0
574,246,37,2,0,981.0
583,661,36,2,0,417.0
586,418,35,2,0,380.0
588,472,35,2,0,772.0
626,480,35,2,0,219.0
641,404,36,2,0,667.0
648,373,35,2,0,53.0
649,433,37,2,0,356.0
658,383,37,2,0,53.0
659,556,36,2,0,246.0
671,397,35,2,0,53.0
671,106,37,2,0,1107.0
700,651,37,2,0,369.0
711,636,38,2,0,369.0
723,656,42,2,0,91.0
727,675,36,2,0,394.0
731,309,37,2,0,1037.0
734,671,36,2,0,394.0
748,688,37,2,0,447.0
752,695,36,2,0,447.0
752,672,36,2,0,394.0
760,684,36,2,0,394.0
759,581,35,2,0,-1.0
762,698,36,2,0,447.0
764,723,37,2,0,-1.0
774,642,37,2,0,473.0
804,517,38,2,0,1413.0
924,457,37,2,0,437.0
976,984,39,2,0,704.0
32,208,37,2,0,1045.0
34,612,37,2,0,1452.0
62,230,42,2,0,232.0
84,463,37,2,0,1399.0
105,354,38,2,0,648.0
117,592,38,2,0,74.0
119,622,37,2,-1,-1.0
165,449,37,2,0,1093.0
192,536,38,2,0,236.0
196,38,42,2,-1,-1.0
203,528,39,2,0,41.0
221,559,38,2,0,1433.0
232,524,38,2,0,41.0
233,539,37,2,0,41.0
238,561,39,2,0,1433.0
240,506,37,2,0,49.0
241,121,40,2,0,409.0
246,503,36,2,0,49.0
264,286,37,2,0,491.0
266,294,38,2,0,491.0
279,600,38,2,0,230.0
289,605,39,2,0,230.0
309,232,40,2,0,474.0
314,200,38,2,0,795.0
330,797,38,2,0,733.0
335,59,39,2,0,65.0
340,519,37,2,0,371.0
353,119,37,2,0,277.0
357,582,37,2,0,94.0
366,592,39,2,0,94.0
370,509,37,2,0,770.0
380,571,38,2,0,94.0
381,181,38,2,0,355.0
386,460,40,2,0,233.0
389,795,38,2,0,413.0
389,884,38,2,0,453.0
391,492,37,2,0,1401.0
392,470,37,2,0,1401.0
395,477,38,2,0,1401.0
396,773,41,2,0,413.0
406,764,38,2,0,1476.0
411,543,38,2,0,378.0
411,826,38,2,0,1487.0
412,459,38,2,0,81.0
414,468,38,2,0,81.0
416,849,37,2,0,242.0
416,866,39,2,0,-1.0
416,552,37,2,0,378.0
417,705,36,2,0,498.0
425,533,37,2,0,275.0
428,563,37,2,0,-1.0
429,725,37,2,0,724.0
433,538,37,2,0,401.0
432,811,37,2,0,425.0
434,798,37,2,0,976.0
437,594,38,2,0,499.0
441,586,38,2,0,499.0
441,734,37,2,0,402.0
444,284,37,2,0,-1.0
444,522,37,2,0,392.0
444,782,37,2,0,976.0
448,781,37,2,0,976.0
454,212,37,2,0,235.0
456,674,37,2,0,59.0
460,200,37,2,0,235.0
464,658,39,2,0,388.0
468,210,37,2,0,235.0
470,630,37,2,0,388.0
470,654,37,2,0,388.0
476,155,37,2,-1,-1.0
477,643,38,2,0,388.0
492,493,36,2,0,25.0
499,622,38,2,0,1453.0
504,505,38,2,0,25.0
516,580,37,2,-1,-1.0
527,502,36,2,0,234.0
529,499,37,2,0,234.0
535,713,38,2,0,46.0
536,667,41,2,0,397.0
549,314,37,2,0,970.0
555,169,37,2,0,103.0
573,189,38,2,0,416.0
580,413,36,2,0,380.0
584,414,37,2,0,380.0
586,432,37,2,0,380.0
601,185,38,2,0,416.0
607,170,38,2,-1,-1.0
634,431,39,2,-1,-1.0
639,429,37,2,0,356.0
647,427,37,2,0,356.0
651,437,37,2,0,356.0
656,220,39,2,0,688.0
677,106,38,2,0,1107.0
681,596,37,2,0,212.0
695,653,37,2,0,369.0
698,595,38,2,0,353.0
702,648,36,2,0,369.0
705,649,38,2,0,369.0
757,630,37,2,0,727.0
759,708,38,2,0,447.0
760,112,38,2,-1,-1.0
764,861,39,2,0,989.0
765,720,37,2,0,-1.0
766,532,38,2,0,71.0
771,605,37,2,0,1447.0
788,516,39,2,0,1413.0
805,526,38,2,0,811.0
834,896,37,2,-1,-1.0
845,32,39,2,0,1201.0
850,8,38,2,-1,-1.0
865,491,37,2,-1,-1.0
867,493,38,2,0,216.0
890,466,37,2,0,228.0
897,820,39,2,0,47.0
907,480,38,2,0,437.0
910,470,37,2,0,437.0
914,471,37,2,0,437.0
919,475,38,2,0,437.0
941,571,38,2,0,1434.0
21,577,38,2,0,366.0
55,598,38,2,0,251.0
55,631,37,2,-1,-1.0
92,137,40,2,0,674.0
96,621,39,2,0,486.0
106,592,41,2,0,74.0
119,463,40,2,0,743.0
144,623,40,2,0,1444.0
144,82,38,2,0,1231.0
159,622,38,2,-1,-1.0
199,524,40,2,0,41.0
204,552,40,2,0,236.0
205,543,40,2,0,236.0
221,156,39,2,0,60.0
234,562,38,2,0,1433.0
245,522,38,2,0,49.0
252,289,38,2,0,491.0
256,283,38,2,0,491.0
257,294,39,2,0,491.0
261,488,39,2,-1,-1.0
285,604,38,2,0,230.0
293,533,40,2,0,712.0
302,691,38,2,0,61.0
308,566,38,2,0,230.0
316,236,38,2,-1,-1.0
318,184,40,2,0,795.0
323,543,39,2,0,66.0
341,113,39,2,0,277.0
367,508,38,2,0,770.0
370,398,38,2,0,1359.0
370,431,39,2,0,67.0
373,441,39,2,0,67.0
375,582,39,2,0,94.0
381,581,39,2,0,94.0
381,384,38,2,0,1359.0
385,199,38,2,0,351.0
387,560,41,2,0,1428.0
388,931,39,2,-1,-1.0
393,564,38,2,0,1428.0
394,808,39,2,0,413.0
394,447,38,2,0,233.0
401,393,40,2,0,528.0
401,438,38,2,0,233.0
407,850,39,2,0,1491.0
406,892,40,2,0,453.0
407,630,39,2,-1,-1.0
407,840,39,2,0,1491.0
410,754,38,2,0,1476.0
409,823,41,2,0,1487.0
413,801,38,2,0,425.0
412,522,38,2,0,42.0
415,443,39,2,0,233.0
421,525,41,2,0,42.0
421,708,40,2,0,498.0
420,906,39,2,-1,-1.0
422,798,42,2,0,425.0
423,829,38,2,0,242.0
423,715,41,2,0,724.0
425,696,39,2,0,498.0
427,733,40,2,0,724.0
428,520,38,2,0,42.0
430,460,39,2,0,1396.0
430,553,40,2,0,401.0
431,734,41,2,0,724.0
439,822,38,2,0,425.0
444,689,38,2,-1,-1.0
445,699,39,2,0,119.0
449,776,40,2,0,976.0
456,604,38,2,0,1441.0
460,673,39,2,0,59.0
461,212,37,2,0,235.0
463,188,38,2,0,784.0
494,121,39,2,0,662.0
504,570,38,2,0,692.0
525,665,41,2,0,397.0
534,669,38,2,0,397.0
539,661,40,2,0,397.0
543,489,38,2,0,234.0
556,592,39,2,0,1443.0
559,419,37,2,0,380.0
561,196,38,2,0,103.0
563,679,38,2,0,445.0
576,184,37,2,0,416.0
581,404,40,2,0,76.0
586,650,38,2,0,417.0
590,651,38,2,0,417.0
594,159,39,2,-1,-1.0
637,414,38,2,0,515.0
642,478,38,2,0,219.0
702,644,37,2,0,369.0
704,636,37,2,0,369.0
710,618,41,2,0,516.0
710,659,39,2,0,428.0
719,682,39,2,0,801.0
722,651,38,2,0,91.0
731,819,38,2,0,108.0
739,362,39,2,0,58.0
756,555,38,2,0,250.0
768,727,38,2,0,-1.0
774,658,40,2,0,473.0
781,720,38,2,0,92.0
792,377,39,2,0,1363.0
798,524,40,2,0,811.0
841,504,39,2,-1,-1.0
854,451,39,2,0,1098.0
859,46,39,2,0,1201.0
893,518,39,2,0,216.0
894,411,38,2,0,1367.0
898,921,39,2,0,225.0
902,482,37,2,0,437.0
908,932,38,2,0,225.0
913,441,39,2,0,-1.0
916,485,38,2,0,437.0
983,694,38,2,0,1039.0
10,923,42,2,-1,-1.0
13,504,40,2,0,720.0
25,601,41,2,0,366.0
92,599,40,2,0,486.0
99,614,40,2,0,486.0
126,589,38,2,0,74.0
133,624,38,2,0,1444.0
183,604,41,2,0,666.0
195,547,40,2,0,236.0
211,156,40,2,0,60.0
212,585,39,2,0,1433.0
216,558,40,2,0,1433.0
220,519,41,2,0,41.0
241,487,38,2,-1,-1.0
243,290,46,2,0,491.0
243,564,42,2,0,1433.0
