spot_location_1,spot_location_2,spot_location_3,gene,is_noise,clustermap
226,358,17,3,-1,-1.0
252,39,17,3,-1,-1.0
277,959,17,3,0,-1.0
331,669,17,3,0,344.0
429,614,17,3,0,211.0
491,522,17,3,0,25.0
493,516,17,3,0,25.0
514,64,17,3,0,206.0
595,494,16,3,0,8.0
612,456,19,3,0,341.0
623,681,17,3,0,950.0
666,91,17,3,-1,-1.0
706,585,17,3,-1,-1.0
729,440,17,3,0,1385.0
734,566,17,3,0,12.0
740,578,18,3,0,12.0
743,401,17,3,0,335.0
760,454,18,3,0,342.0
782,519,17,3,-1,-1.0
783,456,17,3,0,343.0
789,366,17,3,-1,-1.0
798,784,18,3,-1,-1.0
830,427,17,3,0,345.0
834,432,17,3,0,345.0
860,433,17,3,-1,-1.0
861,436,17,3,-1,-1.0
880,513,23,3,0,216.0
886,528,17,3,0,216.0
888,531,20,3,0,216.0
895,530,16,3,0,216.0
897,248,17,3,-1,-1.0
904,536,17,3,0,216.0
913,525,18,3,0,216.0
916,942,21,3,0,225.0
929,957,19,3,0,225.0
940,957,19,3,-1,-1.0
978,578,17,3,0,1434.0
24,527,22,3,0,346.0
23,557,19,3,0,635.0
65,429,18,3,0,208.0
70,330,20,3,0,10.0
79,388,19,3,0,948.0
105,544,18,3,-1,-1.0
153,61,24,3,0,1231.0
205,963,21,3,0,710.0
298,675,18,3,0,61.0
300,656,17,3,0,601.0
320,667,19,3,0,344.0
325,662,20,3,0,344.0
372,225,17,3,-1,-1.0
377,177,18,3,-1,-1.0
491,525,18,3,-1,-1.0
499,117,19,3,0,662.0
600,476,18,3,0,8.0
599,479,18,3,0,8.0
609,467,18,3,0,341.0
610,503,18,3,0,349.0
613,465,18,3,0,341.0
616,471,19,3,0,341.0
617,489,18,3,0,8.0
627,283,18,3,-1,-1.0
628,462,20,3,0,341.0
632,455,21,3,0,341.0
710,581,18,3,0,353.0
731,593,19,3,0,354.0
738,573,19,3,0,12.0
742,543,18,3,0,634.0
766,471,18,3,0,343.0
775,476,17,3,0,1397.0
786,473,18,3,0,1397.0
795,502,18,3,0,1413.0
801,443,17,3,-1,-1.0
803,424,17,3,-1,-1.0
858,632,20,3,-1,-1.0
870,905,21,3,-1,-1.0
883,515,17,3,0,216.0
903,517,18,3,0,216.0
904,7,24,3,-1,-1.0
915,534,19,3,0,405.0
920,538,18,3,0,405.0
940,570,17,3,-1,-1.0
972,586,19,3,0,1434.0
23,535,21,3,0,33.0
32,546,21,3,0,33.0
118,435,18,3,0,1383.0
174,57,21,3,-1,-1.0
205,457,18,3,-1,-1.0
300,667,19,3,0,61.0
321,276,20,3,0,396.0
324,668,19,3,0,344.0
323,675,21,3,0,344.0
326,665,20,3,0,344.0
329,823,19,3,0,1128.0
338,676,20,3,-1,-1.0
437,486,21,3,-1,-1.0
482,293,21,3,0,1330.0
490,514,18,3,0,25.0
518,378,19,3,-1,-1.0
543,51,20,3,0,614.0
595,493,19,3,0,8.0
598,512,18,3,-1,-1.0
603,496,20,3,0,8.0
603,493,18,3,0,8.0
606,466,18,3,0,341.0
611,518,19,3,0,349.0
618,478,18,3,0,341.0
620,481,18,3,0,341.0
630,422,18,3,-1,-1.0
631,461,19,3,0,341.0
631,558,19,3,0,30.0
635,470,19,3,0,219.0
711,597,19,3,0,353.0
714,579,19,3,0,354.0
730,570,20,3,0,12.0
732,574,19,3,0,12.0
745,584,21,3,-1,-1.0
747,537,18,3,0,634.0
748,392,19,3,0,335.0
751,505,19,3,-1,-1.0
756,548,18,3,-1,-1.0
761,406,19,3,0,335.0
764,438,18,3,0,615.0
765,696,19,3,-1,-1.0
771,475,20,3,0,1397.0
774,15,19,3,0,11.0
777,467,19,3,0,1397.0
776,472,19,3,0,1397.0
777,475,19,3,0,1397.0
780,459,20,3,0,343.0
781,452,18,3,0,343.0
783,470,19,3,0,1397.0
788,783,19,3,-1,-1.0
792,511,20,3,0,1413.0
818,422,19,3,0,664.0
833,438,20,3,0,345.0
836,429,22,3,0,345.0
880,523,21,3,0,216.0
881,527,20,3,0,216.0
896,527,20,3,0,216.0
908,31,18,3,0,1207.0
918,529,19,3,0,405.0
934,7,18,3,0,245.0
946,937,18,3,-1,-1.0
948,556,19,3,0,1434.0
958,566,21,3,0,1434.0
962,563,21,3,0,1434.0
975,850,19,3,0,-1.0
979,589,18,3,0,1434.0
21,548,21,3,0,33.0
34,562,20,3,-1,-1.0
39,550,22,3,0,33.0
58,131,24,3,0,-1.0
101,460,21,3,0,655.0
103,561,23,3,0,1427.0
205,971,23,3,0,710.0
230,109,24,3,0,1259.0
237,881,20,3,0,641.0
277,160,20,3,0,364.0
294,416,19,3,-1,-1.0
310,688,21,3,0,61.0
312,692,20,3,0,61.0
320,691,21,3,0,61.0
322,657,21,3,0,344.0
338,538,21,3,-1,-1.0
369,149,20,3,-1,-1.0
374,216,21,3,-1,-1.0
391,242,22,3,-1,-1.0
395,197,22,3,0,1289.0
439,704,21,3,-1,-1.0
461,628,20,3,-1,-1.0
505,519,21,3,0,25.0
516,307,20,3,0,1029.0
593,680,21,3,0,362.0
606,515,21,3,0,349.0
619,454,20,3,0,341.0
620,501,20,3,0,349.0
622,458,21,3,0,341.0
628,491,21,3,0,223.0
629,564,21,3,0,30.0
631,551,22,3,0,30.0
635,458,20,3,0,341.0
637,654,21,3,0,1021.0
639,539,20,3,0,26.0
647,710,20,3,0,1134.0
698,556,21,3,-1,-1.0
728,582,19,3,0,12.0
728,585,20,3,0,12.0
730,397,20,3,0,335.0
730,403,20,3,0,335.0
731,535,20,3,0,634.0
733,404,20,3,0,335.0
746,539,19,3,0,634.0
750,536,21,3,0,634.0
760,120,21,3,-1,-1.0
764,425,20,3,0,615.0
779,462,20,3,0,343.0
784,734,20,3,-1,-1.0
799,790,21,3,-1,-1.0
815,633,21,3,-1,-1.0
816,630,20,3,-1,-1.0
837,433,23,3,0,345.0
873,402,21,3,-1,-1.0
894,510,21,3,0,216.0
895,529,22,3,0,216.0
901,513,20,3,0,216.0
907,517,19,3,0,216.0
909,522,20,3,0,216.0
910,516,20,3,0,216.0
935,552,22,3,0,1434.0
936,559,21,3,0,1434.0
956,572,21,3,0,1434.0
966,595,25,3,0,1439.0
974,594,20,3,0,1434.0
980,584,20,3,0,1434.0
17,524,23,3,0,346.0
27,276,24,3,-1,-1.0
39,399,22,3,0,637.0
45,559,21,3,0,33.0
99,552,23,3,0,1427.0
100,585,21,3,-1,-1.0
114,576,22,3,-1,-1.0
187,63,24,3,0,347.0
335,322,23,3,-1,-1.0
340,942,22,3,0,352.0
372,166,22,3,-1,-1.0
377,176,20,3,-1,-1.0
393,186,22,3,0,355.0
397,811,20,3,-1,-1.0
398,814,21,3,-1,-1.0
400,720,22,3,-1,-1.0
424,37,22,3,0,958.0
454,52,24,3,0,-1.0
475,588,22,3,0,1441.0
490,509,22,3,0,25.0
602,471,22,3,0,223.0
610,502,20,3,0,349.0
629,559,20,3,0,30.0
634,487,21,3,-1,-1.0
636,476,21,3,0,219.0
636,553,21,3,0,30.0
657,66,22,3,0,13.0
662,249,22,3,-1,-1.0
693,545,22,3,0,695.0
732,422,22,3,0,27.0
736,471,22,3,0,659.0
743,534,21,3,0,634.0
748,542,21,3,0,634.0
749,395,21,3,0,335.0
761,470,24,3,0,343.0
769,41,20,3,0,3.0
775,451,21,3,0,343.0
779,533,22,3,-1,-1.0
780,472,21,3,0,1397.0
800,504,22,3,0,1413.0
866,459,22,3,0,224.0
868,397,21,3,-1,-1.0
893,532,21,3,0,216.0
905,531,22,3,0,216.0
932,33,24,3,0,14.0
941,567,22,3,0,1434.0
945,972,21,3,-1,-1.0
947,558,21,3,0,1434.0
955,581,23,3,0,1434.0
954,569,24,3,0,1434.0
975,574,22,3,0,1434.0
976,584,22,3,0,1434.0
989,558,23,3,0,460.0
2,271,25,3,-1,-1.0
25,281,23,3,-1,-1.0
66,602,23,3,0,1437.0
74,341,23,3,0,10.0
171,604,22,3,0,666.0
191,65,27,3,0,347.0
218,117,24,3,0,1259.0
306,669,22,3,0,387.0
309,654,21,3,0,387.0
324,284,23,3,0,396.0
343,28,26,3,0,-1.0
384,158,22,3,0,86.0
396,724,24,3,-1,-1.0
400,807,23,3,-1,-1.0
424,213,24,3,-1,-1.0
467,68,22,3,0,1124.0
470,598,22,3,0,1441.0
470,592,25,3,0,1441.0
494,526,22,3,-1,-1.0
602,474,22,3,0,223.0
604,485,23,3,0,223.0
611,515,22,3,0,349.0
616,456,22,3,0,341.0
666,574,23,3,0,111.0
674,591,23,3,0,212.0
691,598,22,3,-1,-1.0
702,589,22,3,0,353.0
706,592,22,3,0,353.0
713,598,22,3,0,353.0
714,569,22,3,0,354.0
791,506,23,3,0,1413.0
792,478,22,3,0,1397.0
818,417,22,3,0,664.0
827,417,28,3,0,664.0
836,440,25,3,0,345.0
883,508,22,3,0,216.0
912,13,22,3,0,14.0
936,562,22,3,0,1434.0
942,541,24,3,0,405.0
946,566,22,3,0,1434.0
950,16,28,3,-1,-1.0
967,567,22,3,0,1434.0
967,847,21,3,0,-1.0
14,535,23,3,0,33.0
24,540,24,3,0,33.0
25,569,24,3,-1,-1.0
50,559,26,3,0,220.0
72,598,23,3,0,1437.0
85,595,23,3,0,1437.0
102,593,24,3,0,486.0
103,547,22,3,0,1427.0
109,534,24,3,-1,-1.0
111,583,24,3,0,74.0
114,503,24,3,0,1046.0
134,495,23,3,-1,-1.0
265,842,24,3,0,1135.0
303,653,23,3,0,387.0
309,650,23,3,0,387.0
314,699,23,3,0,61.0
318,914,23,3,0,348.0
337,872,24,3,0,210.0
389,72,23,3,0,975.0
389,179,24,3,0,355.0
394,166,24,3,0,86.0
403,197,25,3,0,1289.0
442,612,24,3,0,211.0
455,627,23,3,-1,-1.0
455,622,24,3,-1,-1.0
490,497,23,3,0,25.0
491,538,24,3,-1,-1.0
502,501,26,3,0,25.0
503,197,23,3,0,481.0
509,128,24,3,-1,-1.0
516,377,23,3,0,-1.0
558,210,22,3,-1,-1.0
610,494,24,3,0,8.0
633,489,23,3,-1,-1.0
639,532,23,3,0,26.0
639,534,24,3,0,26.0
646,558,23,3,0,30.0
672,576,23,3,0,111.0
696,549,24,3,0,695.0
706,545,25,3,0,695.0
710,591,23,3,0,353.0
725,402,23,3,0,335.0
728,607,23,3,-1,-1.0
754,474,23,3,0,659.0
764,50,25,3,-1,-1.0
764,505,23,3,-1,-1.0
768,21,23,3,0,11.0
775,513,23,3,-1,-1.0
800,509,24,3,0,1413.0
800,460,23,3,-1,-1.0
806,473,24,3,-1,-1.0
808,506,25,3,0,1413.0
886,509,24,3,0,216.0
908,31,23,3,0,1207.0
908,540,23,3,0,216.0
924,938,25,3,0,225.0
923,545,28,3,0,405.0
934,543,24,3,0,405.0
937,541,23,3,0,405.0
956,558,24,3,0,1434.0
956,577,23,3,0,1434.0
957,562,23,3,0,1434.0
967,587,24,3,0,1434.0
1014,1003,27,3,0,-1.0
14,292,23,3,-1,-1.0
16,557,25,3,0,635.0
23,573,26,3,-1,-1.0
29,573,25,3,-1,-1.0
36,538,25,3,0,33.0
39,332,24,3,0,613.0
44,556,25,3,0,33.0
43,569,24,3,0,220.0
44,571,25,3,0,220.0
71,595,25,3,0,1437.0
78,595,24,3,0,1437.0
89,591,24,3,0,1437.0
92,540,25,3,-1,-1.0
96,557,26,3,0,1427.0
105,586,25,3,0,74.0
112,556,25,3,0,1427.0
117,567,24,3,-1,-1.0
117,535,25,3,0,1427.0
120,2,25,3,0,-1.0
120,505,25,3,0,1046.0
178,607,24,3,0,666.0
201,973,25,3,-1,-1.0
246,139,25,3,-1,-1.0
250,834,25,3,0,1490.0
274,675,23,3,-1,-1.0
314,278,27,3,0,396.0
324,659,24,3,0,344.0
323,695,24,3,0,61.0
329,669,25,3,0,344.0
379,124,26,3,-1,-1.0
427,257,25,3,-1,-1.0
440,260,25,3,-1,-1.0
468,600,23,3,0,1441.0
473,601,25,3,0,1441.0
486,514,24,3,0,25.0
488,502,27,3,0,25.0
494,506,24,3,0,25.0
628,459,24,3,0,341.0
630,755,23,3,-1,-1.0
638,453,24,3,0,341.0
654,611,27,3,0,1139.0
682,595,24,3,0,212.0
682,602,25,3,0,212.0
680,599,27,3,0,212.0
710,552,24,3,0,695.0
724,415,24,3,0,27.0
727,537,24,3,0,634.0
735,595,26,3,0,354.0
738,600,24,3,-1,-1.0
741,578,24,3,0,12.0
744,535,24,3,0,634.0
745,547,25,3,0,634.0
751,547,24,3,0,634.0
757,402,24,3,0,335.0
761,607,25,3,0,1447.0
763,44,25,3,0,3.0
795,475,25,3,0,1397.0
843,884,23,3,-1,-1.0
866,451,26,3,0,224.0
891,453,28,3,0,228.0
892,524,24,3,0,398.0
896,512,25,3,0,216.0
909,538,27,3,0,216.0
925,34,26,3,0,14.0
936,968,26,3,-1,-1.0
954,561,24,3,0,1434.0
980,590,25,3,0,1434.0
984,589,25,3,0,1434.0
21,512,26,3,0,33.0
27,555,25,3,0,635.0
34,526,24,3,0,33.0
35,366,27,3,0,613.0
38,269,25,3,-1,-1.0
48,546,25,3,0,1096.0
65,426,27,3,0,698.0
79,586,26,3,0,1437.0
89,555,26,3,0,1427.0
99,526,26,3,-1,-1.0
104,544,25,3,0,1427.0
108,553,25,3,0,1427.0
109,549,25,3,0,1427.0
126,549,25,3,-1,-1.0
132,437,27,3,0,630.0
135,409,27,3,0,956.0
136,430,26,3,0,956.0
141,63,28,3,0,1231.0
148,74,27,3,0,1231.0
160,441,25,3,0,1093.0
209,15,31,3,0,-1.0
208,532,26,3,0,236.0
251,135,26,3,-1,-1.0
263,843,25,3,0,1135.0
264,575,28,3,0,230.0
284,682,25,3,0,61.0
292,802,25,3,0,376.0
298,679,26,3,0,61.0
298,691,25,3,0,61.0
303,642,28,3,0,387.0
303,683,25,3,0,61.0
308,693,26,3,0,61.0
311,646,28,3,0,387.0
315,656,25,3,0,387.0
319,278,27,3,0,396.0
333,695,25,3,-1,-1.0
334,780,25,3,0,29.0
372,136,27,3,-1,-1.0
378,185,25,3,0,355.0
381,177,25,3,0,355.0
384,201,28,3,0,351.0
386,186,26,3,0,355.0
401,207,26,3,0,351.0
443,540,29,3,0,401.0
444,543,25,3,0,401.0
461,596,26,3,0,1441.0
469,604,25,3,0,1441.0
486,588,26,3,-1,-1.0
490,522,24,3,0,25.0
525,309,25,3,0,1029.0
526,244,26,3,0,618.0
528,359,24,3,-1,-1.0
533,201,25,3,-1,-1.0
603,539,25,3,0,645.0
608,472,24,3,0,223.0
616,504,25,3,0,349.0
624,551,25,3,0,30.0
630,461,26,3,0,341.0
634,443,25,3,0,356.0
653,596,25,3,0,1139.0
673,545,24,3,-1,-1.0
676,583,25,3,0,212.0
682,541,25,3,0,-1.0
682,593,24,3,0,212.0
688,547,25,3,0,-1.0
697,551,25,3,0,695.0
700,551,26,3,0,695.0
700,565,24,3,-1,-1.0
705,541,25,3,0,695.0
709,546,25,3,0,695.0
715,460,25,3,-1,-1.0
721,441,27,3,0,1385.0
719,652,26,3,-1,-1.0
728,576,26,3,0,354.0
731,402,25,3,0,335.0
732,540,25,3,0,634.0
736,514,25,3,-1,-1.0
736,563,24,3,0,354.0
742,474,25,3,0,659.0
746,474,27,3,0,659.0
746,541,25,3,0,634.0
748,547,25,3,0,634.0
753,401,25,3,0,335.0
777,441,25,3,0,342.0
780,769,26,3,0,1066.0
781,544,26,3,-1,-1.0
783,773,25,3,0,1066.0
800,411,25,3,-1,-1.0
804,459,25,3,-1,-1.0
807,503,26,3,0,1413.0
822,439,25,3,0,664.0
834,426,25,3,0,345.0
863,457,27,3,0,224.0
870,463,26,3,0,224.0
875,513,27,3,0,398.0
876,519,25,3,0,398.0
884,532,24,3,0,398.0
890,509,25,3,0,216.0
891,507,25,3,0,216.0
897,509,25,3,0,216.0
903,515,25,3,0,216.0
905,524,25,3,0,216.0
932,936,26,3,0,225.0
936,12,31,3,0,245.0
946,972,25,3,0,1532.0
976,594,26,3,0,1434.0
984,582,25,3,0,1434.0
998,692,25,3,0,213.0
1007,776,26,3,0,205.0
1012,530,26,3,0,239.0
44,306,26,3,0,665.0
46,131,28,3,0,385.0
69,154,29,3,0,1041.0
79,420,26,3,0,698.0
94,561,29,3,0,1427.0
102,599,26,3,0,486.0
108,454,26,3,0,743.0
121,584,26,3,0,74.0
142,67,27,3,0,1231.0
141,421,26,3,0,956.0
163,612,26,3,0,666.0
177,544,27,3,0,236.0
184,534,26,3,0,236.0
189,534,27,3,0,236.0
195,521,32,3,0,236.0
202,544,33,3,0,236.0
230,153,28,3,0,39.0
232,537,26,3,0,-1.0
240,534,27,3,0,-1.0
313,90,27,3,-1,-1.0
328,695,26,3,0,61.0
330,274,25,3,0,396.0
337,825,26,3,0,675.0
372,180,26,3,0,355.0
387,217,26,3,0,351.0
389,622,25,3,-1,-1.0
393,151,26,3,0,86.0
390,132,30,3,-1,-1.0
396,85,25,3,0,975.0
420,213,26,3,-1,-1.0
431,557,27,3,0,401.0
433,149,27,3,0,489.0
435,234,27,3,0,455.0
449,346,26,3,0,412.0
457,653,28,3,-1,-1.0
473,597,27,3,0,1441.0
471,584,26,3,0,1441.0
472,694,25,3,-1,-1.0
491,308,26,3,0,1336.0
492,312,26,3,0,1336.0
494,512,27,3,0,25.0
511,522,26,3,0,1420.0
535,238,27,3,0,618.0
558,293,26,3,-1,-1.0
592,752,25,3,-1,-1.0
610,512,26,3,0,349.0
616,484,26,3,0,223.0
616,502,26,3,0,349.0
617,571,26,3,-1,-1.0
617,476,26,3,0,223.0
617,506,26,3,0,349.0
626,560,26,3,0,30.0
636,471,29,3,0,219.0
643,438,26,3,0,356.0
645,436,26,3,0,356.0
671,579,26,3,0,111.0
674,608,26,3,0,212.0
677,596,26,3,0,212.0
680,587,26,3,0,212.0
701,544,26,3,0,695.0
718,528,26,3,-1,-1.0
724,533,26,3,-1,-1.0
734,401,26,3,0,335.0
742,470,26,3,0,659.0
746,480,27,3,0,659.0
748,632,26,3,-1,-1.0
750,475,26,3,0,659.0
753,514,26,3,0,642.0
757,619,26,3,0,363.0
763,623,27,3,0,363.0
766,464,25,3,0,343.0
791,783,29,3,-1,-1.0
794,512,27,3,0,1413.0
800,346,25,3,-1,-1.0
799,773,28,3,-1,-1.0
814,416,27,3,0,664.0
823,2,25,3,-1,-1.0
824,418,27,3,0,664.0
860,458,26,3,0,224.0
871,466,26,3,0,224.0
872,472,26,3,-1,-1.0
887,457,29,3,0,228.0
887,527,28,3,0,398.0
887,505,28,3,0,216.0
889,531,29,3,0,398.0
896,531,29,3,0,216.0
900,508,26,3,0,216.0
900,516,26,3,0,216.0
904,526,26,3,0,216.0
910,532,26,3,0,216.0
911,536,26,3,0,216.0
915,473,27,3,0,437.0
916,518,26,3,0,216.0
917,547,26,3,0,405.0
918,521,26,3,0,405.0
949,982,31,3,0,1532.0
959,548,27,3,-1,-1.0
975,576,26,3,0,1434.0
984,872,28,3,0,1509.0
1016,427,25,3,-1,-1.0
17,533,27,3,0,33.0
28,535,27,3,0,33.0
30,524,29,3,0,33.0
52,549,27,3,0,1096.0
55,599,29,3,0,1437.0
61,596,27,3,0,1437.0
75,592,27,3,0,1437.0
82,555,27,3,0,1427.0
83,575,26,3,0,1427.0
85,588,28,3,0,1437.0
87,567,27,3,0,1427.0
94,597,28,3,0,486.0
101,565,27,3,0,1427.0
106,596,27,3,0,486.0
108,584,27,3,0,74.0
120,582,28,3,0,74.0
126,309,28,3,-1,-1.0
147,91,29,3,0,1231.0
156,519,27,3,-1,-1.0
176,613,30,3,0,666.0
185,412,27,3,0,722.0
197,982,27,3,-1,-1.0
205,977,26,3,0,710.0
209,525,27,3,0,41.0
210,539,27,3,0,41.0
214,565,28,3,0,1433.0
232,564,27,3,0,1433.0
233,542,27,3,0,-1.0
242,557,27,3,-1,-1.0
248,542,28,3,0,49.0
252,568,26,3,0,1438.0
254,570,28,3,-1,-1.0
255,650,27,3,-1,-1.0
256,146,28,3,0,364.0
257,547,28,3,0,49.0
260,896,27,3,0,-1.0
263,551,27,3,-1,-1.0
296,162,27,3,0,364.0
296,957,27,3,-1,-1.0
298,572,26,3,0,230.0
299,670,26,3,0,61.0
302,163,28,3,0,364.0
322,661,27,3,0,344.0
328,277,27,3,0,396.0
327,691,28,3,0,61.0
378,192,27,3,0,355.0
381,135,27,3,0,86.0
385,557,27,3,-1,-1.0
389,540,27,3,-1,-1.0
393,215,33,3,0,351.0
394,221,27,3,0,351.0
395,214,27,3,0,351.0
398,231,28,3,-1,-1.0
402,807,27,3,0,413.0
439,540,27,3,0,401.0
460,587,27,3,0,1441.0
467,599,27,3,0,1441.0
476,604,27,3,0,1441.0
484,512,27,3,0,25.0
486,516,27,3,0,25.0
495,497,27,3,0,25.0
545,200,27,3,0,103.0
546,579,30,3,-1,-1.0
555,253,27,3,-1,-1.0
598,638,27,3,0,1454.0
603,612,27,3,0,1144.0
608,528,29,3,0,645.0
608,582,27,3,-1,-1.0
613,525,27,3,0,645.0
614,482,27,3,0,223.0
620,559,27,3,0,30.0
627,487,27,3,0,223.0
632,552,27,3,0,30.0
633,475,27,3,0,219.0
635,467,27,3,0,219.0
651,535,26,3,0,26.0
680,545,27,3,0,-1.0
709,641,26,3,-1,-1.0
711,475,27,3,-1,-1.0
724,443,27,3,0,1385.0
739,475,27,3,0,659.0
739,547,27,3,0,634.0
748,541,27,3,0,634.0
753,612,26,3,0,1447.0
763,589,27,3,0,360.0
766,600,27,3,0,360.0
774,421,27,3,-1,-1.0
824,458,27,3,-1,-1.0
901,539,28,3,0,216.0
902,520,27,3,0,216.0
915,926,30,3,0,225.0
918,465,27,3,0,437.0
922,928,31,3,0,225.0
930,947,29,3,0,225.0
951,572,28,3,0,1434.0
959,994,31,3,0,704.0
961,568,28,3,0,1434.0
982,578,28,3,0,1434.0
1022,1002,33,3,0,-1.0
16,516,28,3,0,33.0
19,18,30,3,0,-1.0
38,572,29,3,0,220.0
38,533,29,3,0,33.0
51,578,28,3,0,220.0
55,573,29,3,0,220.0
56,246,28,3,-1,-1.0
64,593,28,3,0,1437.0
67,598,29,3,0,1437.0
83,561,28,3,0,1427.0
85,563,27,3,0,1427.0
112,588,29,3,0,74.0
122,580,36,3,0,74.0
121,587,33,3,0,74.0
137,445,28,3,0,630.0
141,590,28,3,0,74.0
166,607,30,3,0,666.0
173,524,28,3,0,236.0
179,529,29,3,0,236.0
180,607,28,3,0,666.0
182,614,28,3,0,666.0
189,528,31,3,0,236.0
187,72,33,3,0,347.0
190,547,33,3,0,236.0
197,539,28,3,0,236.0
200,531,31,3,0,236.0
224,561,30,3,0,1433.0
229,527,27,3,0,-1.0
230,543,28,3,0,-1.0
232,562,27,3,0,1433.0
235,124,30,3,0,18.0
235,158,31,3,0,39.0
236,544,28,3,0,-1.0
241,541,28,3,0,-1.0
243,526,30,3,0,-1.0
251,562,28,3,0,1433.0
260,571,29,3,0,1438.0
264,541,29,3,0,49.0
269,669,27,3,-1,-1.0
272,671,28,3,-1,-1.0
284,581,32,3,0,230.0
278,558,28,3,0,230.0
278,568,28,3,0,230.0
295,779,29,3,-1,-1.0
298,681,28,3,0,61.0
322,563,29,3,0,66.0
323,697,28,3,0,61.0
330,279,28,3,0,396.0
333,672,29,3,0,387.0
334,948,28,3,0,352.0
337,105,28,3,-1,-1.0
341,308,30,3,-1,-1.0
357,136,30,3,-1,-1.0
376,160,30,3,0,86.0
392,548,28,3,0,1428.0
397,208,27,3,0,351.0
399,199,28,3,0,1289.0
398,236,28,3,-1,-1.0
400,209,30,3,0,351.0
401,546,28,3,0,1428.0
402,553,28,3,0,1428.0
407,79,28,3,0,1240.0
418,577,28,3,0,-1.0
419,581,28,3,0,-1.0
428,594,28,3,-1,-1.0
429,579,28,3,-1,-1.0
438,791,32,3,0,976.0
435,565,28,3,0,401.0
438,218,28,3,-1,-1.0
439,273,28,3,-1,-1.0
449,250,29,3,0,1319.0
448,735,30,3,-1,-1.0
455,604,29,3,0,1441.0
479,312,28,3,0,1336.0
488,513,28,3,0,25.0
492,507,29,3,0,25.0
494,549,28,3,-1,-1.0
497,594,28,3,-1,-1.0
547,548,29,3,-1,-1.0
557,351,28,3,-1,-1.0
556,348,28,3,-1,-1.0
590,316,27,3,-1,-1.0
595,550,28,3,-1,-1.0
605,534,28,3,0,645.0
610,577,28,3,0,464.0
612,519,28,3,0,349.0
618,518,28,3,0,349.0
624,456,33,3,0,341.0
683,590,28,3,0,212.0
685,545,28,3,0,-1.0
687,538,28,3,0,-1.0
688,737,28,3,0,1031.0
693,538,27,3,0,695.0
697,502,29,3,0,368.0
702,547,28,3,0,695.0
708,588,28,3,0,353.0
715,593,28,3,0,353.0
723,570,29,3,0,354.0
738,468,28,3,0,659.0
747,614,28,3,0,363.0
764,611,28,3,0,1447.0
767,588,30,3,0,360.0
766,606,28,3,0,1447.0
767,591,28,3,0,360.0
778,482,28,3,0,1397.0
777,564,28,3,0,-1.0
806,430,28,3,-1,-1.0
833,499,28,3,-1,-1.0
836,851,29,3,-1,-1.0
850,434,27,3,-1,-1.0
862,463,28,3,0,224.0
878,508,29,3,0,216.0
886,522,29,3,0,398.0
897,539,28,3,0,216.0
902,510,29,3,0,216.0
900,522,29,3,0,216.0
904,541,28,3,0,216.0
906,531,27,3,0,216.0
907,517,28,3,0,216.0
910,464,28,3,0,437.0
907,521,33,3,0,216.0
911,548,28,3,0,405.0
935,565,28,3,0,1434.0
935,541,27,3,0,405.0
936,961,30,3,-1,-1.0
961,586,27,3,0,1434.0
968,590,28,3,0,1439.0
976,572,28,3,0,1434.0
22,584,32,3,0,366.0
43,561,35,3,0,220.0
47,296,34,3,0,665.0
50,188,32,3,0,1045.0
50,537,29,3,0,33.0
51,565,28,3,0,220.0
53,544,30,3,0,1096.0
54,477,30,3,0,1026.0
57,580,29,3,0,220.0
59,560,28,3,0,220.0
59,566,28,3,0,220.0
61,553,29,3,-1,-1.0
85,559,30,3,0,1427.0
90,597,29,3,0,486.0
107,568,28,3,0,1427.0
116,550,29,3,0,1427.0
128,604,29,3,0,74.0
130,582,31,3,0,74.0
131,610,29,3,-1,-1.0
137,572,30,3,0,1427.0
159,599,29,3,0,666.0
160,532,29,3,0,-1.0
160,546,30,3,0,-1.0
167,610,29,3,0,666.0
169,530,29,3,0,236.0
173,538,32,3,0,236.0
181,531,29,3,0,236.0
187,605,29,3,0,666.0
191,518,31,3,0,236.0
193,531,29,3,0,236.0
197,546,28,3,0,236.0
202,518,30,3,0,41.0
201,558,30,3,0,236.0
204,552,30,3,0,236.0
218,72,35,3,0,-1.0
219,560,29,3,0,1433.0
222,556,29,3,0,1433.0
237,572,28,3,0,1433.0
245,532,29,3,0,-1.0
262,531,33,3,0,49.0
254,558,28,3,-1,-1.0
259,541,29,3,0,49.0
262,524,29,3,0,49.0
263,544,29,3,0,49.0
263,158,31,3,0,364.0
267,639,29,3,-1,-1.0
270,538,32,3,0,49.0
286,563,29,3,0,230.0
287,570,29,3,0,230.0
292,568,28,3,0,230.0
300,165,30,3,0,364.0
301,564,29,3,0,230.0
302,796,29,3,0,376.0
307,657,28,3,0,387.0
313,692,29,3,0,61.0
315,698,29,3,0,61.0
322,551,30,3,0,66.0
322,557,30,3,0,66.0
342,222,29,3,0,-1.0
350,613,30,3,-1,-1.0
358,151,31,3,-1,-1.0
378,127,28,3,-1,-1.0
387,208,30,3,0,351.0
394,927,32,3,-1,-1.0
393,142,29,3,0,86.0
396,550,31,3,0,1428.0
414,581,29,3,0,-1.0
417,560,30,3,0,378.0
419,508,29,3,0,42.0
419,569,30,3,0,378.0
425,554,29,3,0,401.0
424,867,28,3,-1,-1.0
423,595,30,3,0,211.0
429,554,29,3,0,401.0
433,107,31,3,-1,-1.0
